Артикул,Пристрій,Клас,К-ть пропозицій,Найкраща ціна $,Постачальник,Всі пропозиції
U.021.000-019,Samsung Galaxy S23 Ultra,Динамік верхній (Speaker),0,,,
U.148.000-002,Samsung Galaxy S23 Ultra,Шлейф дисплея,0,,,
U.009.000-086,Samsung Galaxy S23 Ultra 5G,АКБ з калібруванням,0,,,
U.023.000-035,Samsung Galaxy S24,Дисплейний модуль,0,,,
U.023.000-036,Samsung Galaxy S24,Дисплейний модуль,0,,,
U.023.000-037,Samsung Galaxy S24,Дисплейний модуль,0,,,
U.061.000-041,Samsung Galaxy S24,Скло дисплейного модулю,0,,,
U.061.000-046,Samsung Galaxy S24,Скло дисплейного модулю,0,,,
U.075.000-013,Samsung Galaxy S24,Шлейф кнопок гучності і вмикання,0,,,
U.075.000-015,Samsung Galaxy S23 Ultra,Шлейф кнопок гучності і вмикання,0,,,
U.068.000-003,Samsung Galaxy S24,Шлейф бездротової зарядки,0,,,
U.068.000-005,Samsung Galaxy S23 Ultra 5G,Шлейф бездротової зарядки,0,,,
U.023.000-031,Samsung Galaxy S24 Ultra,Дисплейний модуль,0,,,
U.023.000-032,Samsung Galaxy S24 Ultra,Дисплейний модуль,0,,,
U.023.000-091,,Дисплейний модуль,0,,,
U.023.000-092,,Дисплейний модуль,0,,,
U.023.000-093,,Дисплейний модуль,0,,,
U.023.000-087,,Дисплейний модуль,0,,,
U.023.000-088,,Дисплейний модуль,0,,,
U.023.000-090,,Дисплейний модуль,0,,,
U.023.000-089,,Дисплейний модуль,0,,,
U.023.000-094,,Дисплейний модуль,0,,,
U.023.000-033,Samsung Galaxy S24 Ultra,Дисплейний модуль,0,,,
U.023.000-034,Samsung Galaxy S24 Ultra,Дисплейний модуль,0,,,
U.061.000-045,Samsung Galaxy S24 Ultra,Скло дисплейного модулю,0,,,
U.061.000-049,Samsung Galaxy S24+,Скло дисплейного модулю,0,,,
U.048.000-003,Apple iPhone 14,Проклейка для АКБ,0,,,
U.048.000-004,Apple iPhone 14 Pro,Проклейка для АКБ,0,,,
U.048.000-007,Apple iPhone 14 Pro Max,Проклейка для АКБ,0,,,
U.048.000-005,Apple iPhone 16 Pro,Проклейка для АКБ,0,,,
U.048.000-006,Apple iPhone 16 Pro Max,Проклейка для АКБ,0,,,
U.049.000-026,Apple iPhone 14,Проклейка для ДМ,0,,,
U.055.000-001,,Рідина для чистки камер,0,,,
U.055.000-002,,Рідина для чистки камер,0,,,
U.063.000-001,,Разові матеріали для сепарації,0,,,
U.063.000-002,,Разові матеріали для сепарації,0,,,
U.063.000-004,,Разові матеріали для сепарації,0,,,
U.071.000-001,Apple iPhone 14 Pro,Шлейф зі спалахом,0,,,
U.071.000-002,Apple iPhone 14 Pro Max,Шлейф зі спалахом,0,,,
U.071.000-010,Apple iPhone 13 Pro Max,Шлейф зі спалахом,0,,,
U.071.000-011,Apple iPhone 13 Pro,Шлейф зі спалахом,0,,,
U.071.000-012,,Шлейф зі спалахом,0,,,
U.071.000-003,Apple iPhone 15 Pro,Шлейф зі спалахом,0,,,
U.071.000-004,Apple iPhone 15 Pro Max,Шлейф зі спалахом,0,,,
U.071.000-005,Apple iPhone 16 Pro,Шлейф зі спалахом,0,,,
U.071.000-006,Apple iPhone 16 Pro Max,Шлейф зі спалахом,0,,,
U.071.000-007,Apple iPhone 14 Pro,Шлейф зі спалахом,0,,,
U.102.000-001,,Адаптер мережевий для блоків живлення,0,,,
U.102.000-002,,Адаптер мережевий для блоків живлення,0,,,
U.103.000-001,,Дата кабель USB-A - Lightning,0,,,
U.104.000-001,,Дата кабель USB-C - Lightning,0,,,
U.105.000-001,,Дата кабель USB-C - USB-C,0,,,
U.110.000-001,,Наклейки захисні на камери,0,,,
U.110.000-003,,Наклейки захисні на камери,0,,,
U.110.000-004,,Наклейки захисні на камери,0,,,
U.111.000-001,,Машинка для видалення OCA клею,0,,,
U.112.000-001,,Бормашинка,0,,,
U.113.000-001,,Пінцет,0,,,
U.113.000-002,,Пінцет,0,,,
U.115.000-001,,Спирт,0,,,
U.116.000-001,,NFC брелок,0,,,
U.119.000-001,,Леза для BGA мікросхем,0,,,
U.120.000-001,,Палички,0,,,
U.120.000-002,,Палички,0,,,
U.120.000-003,,Палички,0,,,
U.122.000-001,,АКБ для смарт-годинників без контролера,0,,,
U.122.000-002,,АКБ для смарт-годинників без контролера,0,,,
U.124.000-001,,Блок живлення,0,,,
U.124.000-002,,Блок живлення,0,,,
U.124.000-004,,Блок живлення,0,,,
U.125.000-001,,Кабель Magsafe,0,,,
U.125.000-002,,Кабель Magsafe,0,,,
U.125.000-003,,Кабель Magsafe,0,,,
U.128.000-001,,Скальпель,0,,,
U.129.000-001,,Адаптер US/CN/EU,0,,,
U.130.000-001,,Кабель Type C- Type C,0,,,
U.178.000-001,,Type C - Lighting,0,,,
U.132.000-001,,Зарядний пристрій,0,,,
U.132.000-002,,Зарядний пристрій,0,,,
U.132.000-003,,Зарядний пристрій,0,,,
U.132.000-004,,Зарядний пристрій,0,,,
U.132.000-005,,Зарядний пристрій,0,,,
U.132.000-006,,Зарядний пристрій,0,,,
U.133.000-001,,Ремінець для смарт-годинника,0,,,
U.133.000-002,,Ремінець для смарт-годинника,0,,,
U.133.000-010,,Ремінець для смарт-годинника,0,,,
U.133.000-004,,Ремінець для смарт-годинника,0,,,
U.133.000-005,,Ремінець для смарт-годинника,0,,,
U.133.000-006,,Ремінець для смарт-годинника,0,,,
U.133.000-007,,Ремінець для смарт-годинника,0,,,
U.133.000-008,,Ремінець для смарт-годинника,0,,,
U.133.000-009,,Ремінець для смарт-годинника,0,,,
U.133.000-011,,Ремінець для смарт-годинника,0,,,
U.133.000-012,,Ремінець для смарт-годинника,0,,,
U.133.000-013,,Ремінець для смарт-годинника,0,,,
U.133.000-014,,Ремінець для смарт-годинника,0,,,
U.133.000-015,,Ремінець для смарт-годинника,0,,,
U.133.000-016,,Ремінець для смарт-годинника,0,,,
U.133.000-017,,Ремінець для смарт-годинника,0,,,
U.133.000-018,,Ремінець для смарт-годинника,0,,,
U.133.000-019,,Ремінець для смарт-годинника,0,,,
U.137.000-001,,Пакети zip lock,0,,,
U.138.000-001,,Рукавиці нітрилові,0,,,
U.138.000-002,,Рукавиці нітрилові,0,,,
U.138.000-003,,Рукавиці нітрилові,0,,,
U.139.000-005,,Рукавиці антистатичні,0,,,
U.139.000-006,,Рукавиці антистатичні,0,,,
U.128.000-002,,Скальпель,0,,,
U.139.000-001,,Рукавиці антистатичні,0,,,
U.139.000-002,,Рукавиці антистатичні,0,,,
U.139.000-003,,Рукавиці антистатичні,0,,,
U.071.000-008,Apple iPhone 14 Pro,Шлейф зі спалахом,0,,,
U.140.000-001,,Викрутка,0,,,
U.140.000-002,,Викрутка,0,,,
U.140.000-003,,Викрутка,0,,,
U.141.000-001,,Праймер,0,,,
U.142.000-001,,Килимок магнітний,0,,,
U.142.000-002,,Килимок магнітний,0,,,
U.071.000-009,,Шлейф зі спалахом,0,,,
U.133.000-003,,Ремінець для смарт-годинника,0,,,
U.149.000-001,,Килимок поліуретановий,0,,,
U.150.000-001,,Рідина для маскування подряпин,0,,,
U.110.000-002,,Наклейки захисні на камери,0,,,
U.110.000-005,,Наклейки захисні на камери,0,,,
U.105.000-002,,Дата кабель USB-C - USB-C,0,,,
U.151.000-001,,Індикатор контакту з рідиною,0,,,
U.064.000-001,,Суміші для пайки,0,,,
U.064.000-004,,Суміші для пайки,0,,,
U.064.000-003,,Суміші для пайки,0,,,
U.152.000-001,,Пляшка,0,,,
U.152.000-002,,Пляшка,0,,,
U.153.000-001,,Перехідник US/EU,0,,,
U.156.000-001,,Автоклав вакуумний,0,,,
U.113.000-003,,Пінцет,0,,,
U.113.000-004,,Пінцет,0,,,
U.113.000-005,,Пінцет,0,,,
U.113.000-006,,Пінцет,0,,,
U.157.000-001,,Скребки,0,,,
U.157.000-002,,Скребки,0,,,
U.158.000-001,,Килимок для переклея,0,,,
U.159.000-001,,Килимок для пайки,0,,,
U.159.000-002,,Килимок для пайки,0,,,
U.160.000-001,,Щітка м'яка,0,,,
U.161.000-015,,Форма полірувальна,0,,,
U.162.000-001,,Голка-дозатор,0,,,
U.162.000-003,,Голка-дозатор,0,,,
U.162.000-004,,Голка-дозатор,0,,,
U.163.000-001,,Жало,0,,,
U.164.000-001,,Килимок для полірування,0,,,
U.164.000-002,,Килимок для полірування,0,,,
U.164.000-003,,Килимок для полірування,0,,,
U.165.000-001,,Клей фотополімерний,0,,,
U.172.000-001,,Клей-герметик,0,,,
U.172.000-005,,Клей-герметик,0,,,
U.140.000-004,,Викрутка,0,,,
U.140.000-005,,Викрутка,0,,,
U.140.000-006,,Викрутка,0,,,
U.140.000-007,,Викрутка,0,,,
U.140.000-008,,Викрутка,0,,,
U.140.000-009,,Викрутка,0,,,
U.128.000-003,,Скальпель,0,,,
U.128.000-004,,Скальпель,0,,,
U.128.000-006,,Скальпель,0,,,
U.128.000-007,,Скальпель,0,,,
U.128.000-008,,Скальпель,0,,,
U.128.000-005,,Скальпель,0,,,
U.166.000-001,,Медіатор,0,,,
U.166.000-002,,Медіатор,0,,,
U.166.000-003,,Медіатор,0,,,
U.166.000-004,,Медіатор,0,,,
U.166.000-005,,Медіатор,0,,,
U.166.000-006,,Медіатор,0,,,
U.166.000-007,,Медіатор,0,,,
U.166.000-008,,Медіатор,0,,,
U.166.000-011,,Медіатор,0,,,
U.166.000-012,,Медіатор,0,,,
U.167.000-001,,Тримач плат,0,,,
U.168.000-001,,Затискач ДМ,0,,,
U.163.000-002,,Жало,0,,,
U.166.000-009,,Медіатор,0,,,
U.113.000-007,,Пінцет,0,,,
U.113.000-008,,Пінцет,0,,,
U.063.000-003,,Разові матеріали для сепарації,0,,,
U.140.000-010,,Викрутка,0,,,
U.170.000-001,,Кабель живлення 3pin,0,,,
U.170.000-002,,Кабель живлення 3pin,0,,,
U.101.000-005,Apple iPhone 15 Pro,Плівка дисплею смартфону захисна,0,,,
U.124.000-003,,Блок живлення,0,,,
U.047.000-001,Google Pixel 9,Плата материнська,0,,,
U.046.000-001,,Суміші полірувальні,0,,,
U.046.000-002,,Суміші полірувальні,0,,,
U.046.000-003,,Суміші полірувальні,0,,,
U.179.000-001,,Дерев'яна підставка,0,,,
U.175.000-001,Google Pixel 7 Pro,Сканер відбитка,0,,,
U.175.000-002,Google Pixel 7,Сканер відбитка,0,,,
U.176.000-001,Apple iPhone 16 Pro,Шлейф тестера,0,,,
U.162.000-002,,Голка-дозатор,0,,,
U.154.000-014,Apple iPhone 14 Pro,Форма для пресу,0,,,
U.154.000-015,Apple iPhone 14 Pro Max,Форма для пресу,0,,,
U.154.000-016,Apple iPhone 13 Pro,Форма для пресу,0,,,
U.154.000-018,Apple iPhone 13,Форма для пресу,0,,,
U.154.000-017,Apple iPhone 13 Pro Max,Форма для пресу,0,,,
U.177.000-001,,Тефлонова стрічка,0,,,
U.004.000-007,"Apple iPhone 15 Pro, Apple iPhone 15 Pro Max",Кріплення,0,,,
U.004.000-008,"Apple iPhone 14 Pro, Apple iPhone 14 Pro Max",Кріплення,0,,,
U.004.000-011,,Кріплення,0,,,
U.004.000-009,Apple iPhone 15 Pro Max,Кріплення,0,,,
U.004.000-012,,Кріплення,0,,,
U.004.000-013,,Кріплення,0,,,
U.004.000-014,,Кріплення,0,,,
U.176.000-002,Apple iPhone 14 Pro Max,Шлейф тестера,0,,,
U.176.000-003,Apple iPhone 13 Pro Max,Шлейф тестера,0,,,
U.176.000-004,Apple iPhone 15 Pro,Шлейф тестера,0,,,
U.176.000-005,Apple iPhone 15 Pro Max,Шлейф тестера,0,,,
U.176.000-006,,Шлейф тестера,0,,,
U.172.000-002,,Клей-герметик,0,,,
U.172.000-003,,Клей-герметик,0,,,
U.172.000-006,,Клей-герметик,0,,,
U.157.000-003,,Скребки,0,,,
U.076.000-014,Apple iPhone 16 Pro Max,Шлейф модулю Bluetooth/NFC,0,,,
U.180.000-001,,Пістолет,0,,,
U.172.000-004,,Клей-герметик,0,,,
U.181.000-001,,Змішувач,0,,,
U.182.000-001,,Тестер,0,,,
U.166.000-010,,Медіатор,0,,,
U.184.000-001,,Ножиці,0,,,
U.004.000-010,"Apple iPhone 14 Pro, Apple iPhone 14 Pro Max, Apple iPhone 15 Pro, Apple iPhone 15 Pro Max",Кріплення,0,,,
U.064.000-002,,Суміші для пайки,0,,,
U.154.000-019,Apple iPhone 14,Форма для пресу,0,,,
U.154.000-020,"Apple iPhone 13, Apple iPhone 13 Pro",Форма для пресу,0,,,
U.154.000-021,"Apple iPhone 13, Apple iPhone 13 Pro Max",Форма для пресу,0,,,
U.154.000-022,"Apple iPhone 15, Apple iPhone 16",Форма для пресу,0,,,
U.171.000-001,"Apple iPhone 15, Apple iPhone 15 Pro, Apple iPhone 15 Pro Max, Apple iPhone 16, Apple iPhone 16 Pro, Apple iPhone 16 Pro Max",Мікросхема,0,,,
U.185.000-001,,Окуляри,0,,,
U.186.000-001,,Розбивач скла,0,,,
U.187.000-001,,Гумки,0,,,
U.102.000-003,,Адаптер мережевий для блоків живлення,0,,,
U.102.000-004,,Адаптер мережевий для блоків живлення,0,,,
U.188.000-001,,Сепаратор,0,,,
U.189.000-001,,Лампа UV,0,,,
U.154.000-024,Apple iPhone 13,Форма для пресу,0,,,
U.154.000-025,Apple iPhone 14,Форма для пресу,0,,,
U.154.000-026,Apple iPhone 15,Форма для пресу,0,,,
U.154.000-027,Apple iPhone 16,Форма для пресу,0,,,
U.154.000-029,,Форма для пресу,0,,,
U.154.000-030,,Форма для пресу,0,,,
U.059.000-001,"Apple iPhone 13, Apple iPhone 14",Сітка динаміку верхнього (Speaker),0,,,
U.190.000-001,,Припій,0,,,
U.190.000-002,,Припій,0,,,
U.192.000-001,,Мембрана,0,,,
U.183.000-002,,Стікери,0,,,
U.119.000-002,,Леза для BGA мікросхем,0,,,
U.119.000-003,,Леза для BGA мікросхем,0,,,
U.119.000-004,,Леза для BGA мікросхем,0,,,
U.119.000-005,,Леза для BGA мікросхем,0,,,
U.119.000-006,,Леза для BGA мікросхем,0,,,
U.119.000-007,,Леза для BGA мікросхем,0,,,
U.119.000-008,,Леза для BGA мікросхем,0,,,
U.119.000-009,,Леза для BGA мікросхем,0,,,
U.030.000-002,,Кнопка камери,0,,,
U.030.000-003,,Кнопка камери,0,,,
U.075.000-018,,Шлейф кнопок гучності і вмикання,0,,,
U.196.000-001,,Рідина для видалення клею,0,,,
U.197.000-001,,Дріт для перемичок,0,,,
U.109.000-012,,Рамка кріплення дисплея,0,,,
U.115.000-002,,Спирт,0,,,
U.058.000-001,,Серветки антистатичні,0,,,
U.058.000-002,,Серветки антистатичні,0,,,
U.058.000-003,,Серветки антистатичні,0,,,
U.131.000-004,Apple iPhone 16 Pro Max,Шлейф фронтальної камери,0,,,
U.198.000-001,,Мікросхема до ноутбука,0,,,
U.171.000-003,,Мікросхема,0,,,
U.200.000-001,,Присоска,0,,,
U.201.000-001,,Фотобокс,0,,,
U.202.000-002,,Аксесуари для фотобоксу,0,,,
U.203.000-001,,Змивка друкованих плат,0,,,
U.203.000-002,,Змивка друкованих плат,0,,,
U.101.000-006,,Плівка дисплею смартфону захисна,0,,,
U.204.000-001,,Серветки з мікрофібри,0,,,
U.205.000-001,,Лопатка пластикова,0,,,
U.154.000-031,,Форма для пресу,0,,,
U.105.000-003,,Дата кабель USB-C - USB-C,0,,,
U.206.000-001,,Губки меламінові,0,,,
U.196.000-002,,Рідина для видалення клею,0,,,
U.196.000-003,,Рідина для видалення клею,0,,,
U.207.000-001,,Ламінатор,0,,,
U.208.000-001,,Насос,0,,,
U.209.000-001,,Машина для гравіювання,0,,,
U.210.000-001,,Органайзер,0,,,
U.211.000-001,,Мікроскоп,0,,,
U.212.000-001,,Аксесуари для мікроскопа,0,,,
U.212.000-002,,Аксесуари для мікроскопа,0,,,
U.212.000-003,,Аксесуари для мікроскопа,0,,,
U.212.000-004,,Аксесуари для мікроскопа,0,,,
U.213.000-001,,Паяльник,0,,,
U.214.000-001,,Аксесуари для паяльника,0,,,
U.214.000-002,,Аксесуари для паяльника,0,,,
U.214.000-003,,Аксесуари для паяльника,0,,,
U.214.000-004,,Аксесуари для паяльника,0,,,
U.214.000-005,,Аксесуари для паяльника,0,,,
U.167.000-002,,Тримач плат,0,,,
U.188.000-002,,Сепаратор,0,,,
U.189.000-002,,Лампа UV,0,,,
U.207.000-002,,Ламінатор,0,,,
U.208.000-002,,Насос,0,,,
U.140.000-011,,Викрутка,0,,,
U.140.000-012,,Викрутка,0,,,
U.140.000-013,,Викрутка,0,,,
U.215.000-001,,Біта викрутки,0,,,
U.215.000-002,,Біта викрутки,0,,,
U.215.000-003,,Біта викрутки,0,,,
U.215.000-004,,Біта викрутки,0,,,
U.215.000-005,,Біта викрутки,0,,,
U.216.000-001,,Магніти,0,,,
U.113.000-009,,Пінцет,0,,,
U.113.000-010,,Пінцет,0,,,
U.113.000-011,,Пінцет,0,,,
U.113.000-012,,Пінцет,0,,,
U.217.000-001,,Платформа нагрівальна,0,,,
U.118.000-013,,Трафарет,0,,,
U.118.000-014,,Трафарет,0,,,
U.118.000-015,,Трафарет,0,,,
U.118.000-016,,Трафарет,0,,,
U.118.000-017,,Трафарет,0,,,
U.118.000-018,,Трафарет,0,,,
U.118.000-019,,Трафарет,0,,,
U.118.000-020,,Трафарет,0,,,
U.118.000-021,,Трафарет,0,,,
U.118.000-022,,Трафарет,0,,,
U.118.000-023,,Трафарет,0,,,
U.064.000-005,,Суміші для пайки,0,,,
U.192.000-002,,Мембрана,0,,,
U.086.000-005,,Шлейф програмування АКБ,0,,,
U.114.000-002,,Програматор для iPhone,0,,,
U.059.000-002,,Сітка динаміку верхнього (Speaker),0,,,
U.119.000-010,,Леза для BGA мікросхем,0,,,
U.131.000-010,,Шлейф фронтальної камери,0,,,
